artist_id,image_url,description,tags,created_at,shape,style,color,texture,theme,decorations
e49d14d3-ade5-4df9-8aff-a2e30c2957bd,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ45_bRTWfaDQREIYx-Wz5UMQ_idx-10.jpg,,,2025-06-07T06:47:39.866Z,圓形（Round）,"跳色, 手繪","紅色, 白色","光澤（Glossy）, 珠光（Pearlescent）","日常, 簡約",
e49d14d3-ade5-4df9-8aff-a2e30c2957bd,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ45_bRTWfaDQREIYx-Wz5UMQ_idx-1.jpg,,,2025-06-07T06:47:39.866Z,圓形（Round）,"單色, 手繪","裸粉色, 白色","光澤（Glossy）, 亮片（Glitter）","可愛, 優雅",水鑽（Rhinestone）
e49d14d3-ade5-4df9-8aff-a2e30c2957bd,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ45_bRTWfaDQREIYx-Wz5UMQ_idx-2.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,法式,"紅色, 黑色","光澤（Glossy）, 亮片（Glitter）",優雅,
e49d14d3-ade5-4df9-8aff-a2e30c2957bd,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ45_bRTWfaDQREIYx-Wz5UMQ_idx-3.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,貓眼,"黑色, 銀色",光澤（Glossy）,優雅,水鑽（Rhinestone）
e49d14d3-ade5-4df9-8aff-a2e30c2957bd,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ45_bRTWfaDQREIYx-Wz5UMQ_idx-4.jpg,,,2025-06-07T06:47:39.867Z,尖形（Stiletto）,手繪,裸粉色,光澤（Glossy）,優雅,水鑽（Rhinestone）
e49d14d3-ade5-4df9-8aff-a2e30c2957bd,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ45_bRTWfaDQREIYx-Wz5UMQ_idx-5.jpg,,,2025-06-07T06:47:39.867Z,方圓形（Squoval）,跳色,"綠色, 藍色",光澤（Glossy）,簡約,
e49d14d3-ade5-4df9-8aff-a2e30c2957bd,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ45_bRTWfaDQREIYx-Wz5UMQ_idx-6.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,漸層,"黑色, 灰色, 白色",光澤（Glossy）,優雅,水鑽（Rhinestone）
e49d14d3-ade5-4df9-8aff-a2e30c2957bd,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ45_bRTWfaDQREIYx-Wz5UMQ_idx-7.jpg,,,2025-06-07T06:47:39.867Z,方圓形（Squoval）,,"裸粉色, 白色",亮片（Glitter）,簡約,畫圖章（Stamp）
e49d14d3-ade5-4df9-8aff-a2e30c2957bd,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ45_bRTWfaDQREIYx-Wz5UMQ_idx-8.jpg,,,2025-06-07T06:47:39.867Z,方圓形（Squoval）,跳色,"紅色, 粉色",光澤（Glossy）,優雅,水鑽（Rhinestone）
54e63268-481b-4e7b-9550-f6973a5bf1e3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-10.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,跳色,"白色, 黃色, 金屬銀",光澤（Glossy）,簡約,畫圖章（Stamp）
54e63268-481b-4e7b-9550-f6973a5bf1e3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-1.jpg,,,2025-06-07T06:47:39.867Z,,跳色,"紅色, 金屬銀",亮片（Glitter）,優雅,畫圖章（Stamp）
54e63268-481b-4e7b-9550-f6973a5bf1e3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-2.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,漸層,裸粉色,"光澤（Glossy）, 亮片（Glitter）",簡約,金屬飾片（Metal pieces）
54e63268-481b-4e7b-9550-f6973a5bf1e3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-3.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,漸層,"黑色, 灰色",光澤（Glossy）,,
54e63268-481b-4e7b-9550-f6973a5bf1e3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-4.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,"法式, 手繪","裸粉色, 白色, 金屬銀",光澤（Glossy）,優雅,
54e63268-481b-4e7b-9550-f6973a5bf1e3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-5.jpg,,,2025-06-07T06:47:39.867Z,圓形（Round）,"跳色, 手繪","綠色, 白色, 棕色",光澤（Glossy）,可愛,
54e63268-481b-4e7b-9550-f6973a5bf1e3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-6.jpg,,,2025-06-07T06:47:39.867Z,圓形（Round）,手繪,裸粉色,光澤（Glossy）,可愛,貼紙（Sticker）
54e63268-481b-4e7b-9550-f6973a5bf1e3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-7.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,單色,紅色,光澤（Glossy）,"日常, 簡約",
54e63268-481b-4e7b-9550-f6973a5bf1e3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-8.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,"跳色, 手繪","紅色, 白色, 金屬銀, 裸粉色","光澤（Glossy）, 亮片（Glitter）","可愛, 優雅",金屬飾片（Metal pieces）
54e63268-481b-4e7b-9550-f6973a5bf1e3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ2w-c29KfaDQRwv7NSPgYDC0_idx-9.jpg,,,2025-06-07T06:47:39.867Z,,跳色,"銀色, 裸粉色","光澤（Glossy）, 亮片（Glitter）",,
47e3a090-5bc0-4761-91d3-ddcf352289af,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ42MoznGfaDQRbgeG4kTfutg_idx-10.jpg,,,2025-06-07T06:47:39.867Z,方圓形（Squoval）,"單色, 貓眼","靛色, 裸粉色",光澤（Glossy）,優雅,金屬飾片（Metal pieces）
47e3a090-5bc0-4761-91d3-ddcf352289af,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ42MoznGfaDQRbgeG4kTfutg_idx-1.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,跳色,"白色, 金屬銀","光澤（Glossy）, 亮片（Glitter）",優雅,金屬飾片（Metal pieces）
47e3a090-5bc0-4761-91d3-ddcf352289af,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ42MoznGfaDQRbgeG4kTfutg_idx-2.jpg,,,2025-06-07T06:47:39.867Z,圓形（Round）,法式,"裸粉色, 灰色",光澤（Glossy）,"簡約, 優雅",水鑽（Rhinestone）
47e3a090-5bc0-4761-91d3-ddcf352289af,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ42MoznGfaDQRbgeG4kTfutg_idx-3.jpg,,,2025-06-07T06:47:39.867Z,方圓形（Squoval）,單色,裸粉色,砂糖感（Sugar）,優雅,水鑽（Rhinestone）
47e3a090-5bc0-4761-91d3-ddcf352289af,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ42MoznGfaDQRbgeG4kTfutg_idx-4.jpg,,,2025-06-07T06:47:39.867Z,,鏡面,金屬銀,光澤（Glossy）,,
47e3a090-5bc0-4761-91d3-ddcf352289af,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ42MoznGfaDQRbgeG4kTfutg_idx-5.jpg,,,2025-06-07T06:47:39.867Z,尖形（Stiletto）,漸層,"藍色, 白色",亮片（Glitter）,冬,
47e3a090-5bc0-4761-91d3-ddcf352289af,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ42MoznGfaDQRbgeG4kTfutg_idx-7.jpg,,,2025-06-07T06:47:39.867Z,,單色,"白色, 裸粉色",光澤（Glossy）,,雕花（3D art）
47e3a090-5bc0-4761-91d3-ddcf352289af,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ42MoznGfaDQRbgeG4kTfutg_idx-8.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,"法式, 跳色","裸粉色, 紅色, 白色","光澤（Glossy）, 金屬箔（Foil）",優雅,
47e3a090-5bc0-4761-91d3-ddcf352289af,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ42MoznGfaDQRbgeG4kTfutg_idx-9.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,跳色,"藍色, 灰色, 裸粉色, 白色, 金屬銀","光澤（Glossy）, 金屬箔（Foil）",優雅,
dd279b4f-3f33-4173-b6fa-1469995f4680,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ4cr2z5DlZzQRUK5USG3XZGs_idx-2.jpg,,,2025-06-07T06:47:39.867Z,方圓形（Squoval）,"單色, 鏡面","黑色, 銀色","光澤（Glossy）, 亮片（Glitter）","優雅, 韓系","水鑽（Rhinestone）, 金屬飾片（Metal pieces）"
dd279b4f-3f33-4173-b6fa-1469995f4680,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ4cr2z5DlZzQRUK5USG3XZGs_idx-3.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,"單色, 貓眼","紅色, 金屬銀, 黑色","光澤（Glossy）, 亮片（Glitter）","優雅, 繽紛","水鑽（Rhinestone）, 雕花（3D art）, 金屬飾片（Metal pieces）"
dd279b4f-3f33-4173-b6fa-1469995f4680,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ4cr2z5DlZzQRUK5USG3XZGs_idx-4.jpg,,,2025-06-07T06:47:39.867Z,圓形（Round）,"單色, 跳色",粉色,"光澤（Glossy）, 亮片（Glitter）",優雅,"水鑽（Rhinestone）, 雕花（3D art）"
dd279b4f-3f33-4173-b6fa-1469995f4680,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ4cr2z5DlZzQRUK5USG3XZGs_idx-5.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,跳色,"靛色, 紫色","光澤（Glossy）, 亮片（Glitter）",優雅,水鑽（Rhinestone）
dd279b4f-3f33-4173-b6fa-1469995f4680,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ4cr2z5DlZzQRUK5USG3XZGs_idx-6.jpg,,,2025-06-07T06:47:39.867Z,橢圓形（Oval）,跳色,"紅色, 綠色, 白色",亮片（Glitter）,優雅,水鑽（Rhinestone）
94bb98f1-4351-459d-98b8-8f277227bdf4,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ6y3ZqJGfaDQRx4BjdUdL9eo_idx-5.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,"跳色, 手繪","紫色, 裸粉色, 白色",光澤（Glossy）,優雅,
94bb98f1-4351-459d-98b8-8f277227bdf4,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ6y3ZqJGfaDQRx4BjdUdL9eo_idx-6.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,"跳色, 手繪","紅色, 裸粉色, 白色","光澤（Glossy）, 金屬箔（Foil）","可愛, 秋",畫圖章（Stamp）
376e86e0-ff2b-4e22-b736-30a1fab1d269,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ8-B8-KKfaDQR5dR9HmsP010_idx-1.jpg,,,2025-06-07T06:47:39.868Z,圓形（Round）,跳色,"藍色, 白色, 粉色, 金屬銀","光澤（Glossy）, 亮片（Glitter）",簡約,
376e86e0-ff2b-4e22-b736-30a1fab1d269,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ8-B8-KKfaDQR5dR9HmsP010_idx-2.jpg,,,2025-06-07T06:47:39.868Z,圓形（Round）,跳色,"金屬銀, 裸粉色","光澤（Glossy）, 金屬箔（Foil）",優雅,
376e86e0-ff2b-4e22-b736-30a1fab1d269,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ8-B8-KKfaDQR5dR9HmsP010_idx-3.jpg,,,2025-06-07T06:47:39.868Z,,跳色,"裸粉色, 紅色",光澤（Glossy）,日常,
376e86e0-ff2b-4e22-b736-30a1fab1d269,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ8-B8-KKfaDQR5dR9HmsP010_idx-4.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,法式,"裸粉色, 金屬銀",光澤（Glossy）,優雅,
376e86e0-ff2b-4e22-b736-30a1fab1d269,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ8-B8-KKfaDQR5dR9HmsP010_idx-5.jpg,,,2025-06-07T06:47:39.868Z,圓形（Round）,跳色,"灰色, 白色, 粉色","光澤（Glossy）, 亮片（Glitter）","優雅, 簡約",
61d35b4a-173d-4541-a556-c8c0052a0d95,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ5XZMoOyfaDQRTnjmuRvJOZ0_idx-1.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,"跳色, 手繪","紅色, 綠色, 紫色, 白色, 黃色",光澤（Glossy）,"可愛, 繽紛",
61d35b4a-173d-4541-a556-c8c0052a0d95,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ5XZMoOyfaDQRTnjmuRvJOZ0_idx-2.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,,灰色,光澤（Glossy）,簡約,金屬飾片（Metal pieces）
61d35b4a-173d-4541-a556-c8c0052a0d95,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ5XZMoOyfaDQRTnjmuRvJOZ0_idx-4.jpg,,,2025-06-07T06:47:39.868Z,圓形（Round）,手繪,"白色, 黑色",霧面（Matte）,簡約,
61d35b4a-173d-4541-a556-c8c0052a0d95,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ5XZMoOyfaDQRTnjmuRvJOZ0_idx-5.jpg,,,2025-06-07T06:47:39.868Z,圓形（Round）,手繪,"黑色, 裸粉色",光澤（Glossy）,"日常, 簡約",
61d35b4a-173d-4541-a556-c8c0052a0d95,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ5XZMoOyfaDQRTnjmuRvJOZ0_idx-6.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,"跳色, 手繪","紅色, 白色, 紫色",光澤（Glossy）,優雅,雕花（3D art）
61d35b4a-173d-4541-a556-c8c0052a0d95,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ5XZMoOyfaDQRTnjmuRvJOZ0_idx-7.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,單色,"紫色, 裸粉色",珠光（Pearlescent）,"優雅, 日系",水鑽（Rhinestone）
aa21764d-fcd4-4a85-ace4-55813145397a,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ13pflLqfaDQRgmZbTQrlbFE_idx-10.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,"跳色, 手繪","粉色, 白色, 黑色",光澤（Glossy）,"優雅, 日系",
aa21764d-fcd4-4a85-ace4-55813145397a,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ13pflLqfaDQRgmZbTQrlbFE_idx-1.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,單色,裸粉色,光澤（Glossy）,"日常, 簡約",
aa21764d-fcd4-4a85-ace4-55813145397a,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ13pflLqfaDQRgmZbTQrlbFE_idx-3.jpg,,,2025-06-07T06:47:39.868Z,方圓形（Squoval）,法式,"粉色, 白色",光澤（Glossy）,優雅,貼紙（Sticker）
aa21764d-fcd4-4a85-ace4-55813145397a,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ13pflLqfaDQRgmZbTQrlbFE_idx-4.jpg,,,2025-06-07T06:47:39.868Z,圓形（Round）,單色,裸粉色,光澤（Glossy）,"優雅, 日常",
aa21764d-fcd4-4a85-ace4-55813145397a,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ13pflLqfaDQRgmZbTQrlbFE_idx-5.jpg,,,2025-06-07T06:47:39.868Z,方圓形（Squoval）,漸層,"粉色, 白色",亮片（Glitter）,可愛,
aa21764d-fcd4-4a85-ace4-55813145397a,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ13pflLqfaDQRgmZbTQrlbFE_idx-6.jpg,,,2025-06-07T06:47:39.868Z,方圓形（Squoval）,跳色,"裸粉色, 灰色, 金屬銀","光澤（Glossy）, 金屬箔（Foil）",優雅,
aa21764d-fcd4-4a85-ace4-55813145397a,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ13pflLqfaDQRgmZbTQrlbFE_idx-7.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,單色,橙色,光澤（Glossy）,日常,
aa21764d-fcd4-4a85-ace4-55813145397a,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ13pflLqfaDQRgmZbTQrlbFE_idx-8.jpg,,,2025-06-07T06:47:39.868Z,圓形（Round）,手繪,"裸粉色, 紅色, 橙色, 黑色",光澤（Glossy）,日系,
aa21764d-fcd4-4a85-ace4-55813145397a,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ13pflLqfaDQRgmZbTQrlbFE_idx-9.jpg,,,2025-06-07T06:47:39.868Z,方圓形（Squoval）,法式,"粉色, 藍色",光澤（Glossy）,簡約,
53e7531d-58d0-4b36-9f60-30f455763bb3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ0bBMe2ufaDQRoGpi0or7FKU_idx-10.jpg,,,2025-06-07T06:47:39.868Z,圓形（Round）,跳色,"粉色, 棕色",亮片（Glitter）,日常,
53e7531d-58d0-4b36-9f60-30f455763bb3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ0bBMe2ufaDQRoGpi0or7FKU_idx-1.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,"跳色, 鏡面, 手繪","金屬銀, 粉色",亮片（Glitter）,可愛,"水鑽（Rhinestone）, 貼紙（Sticker）"
53e7531d-58d0-4b36-9f60-30f455763bb3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ0bBMe2ufaDQRoGpi0or7FKU_idx-2.jpg,,,2025-06-07T06:47:39.868Z,,貓眼,綠色,光澤（Glossy）,,雕花（3D art）
53e7531d-58d0-4b36-9f60-30f455763bb3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ0bBMe2ufaDQRoGpi0or7FKU_idx-3.jpg,,,2025-06-07T06:47:39.868Z,圓形（Round）,跳色,"紅色, 粉色, 黑色","光澤（Glossy）, 亮片（Glitter）",,
53e7531d-58d0-4b36-9f60-30f455763bb3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ0bBMe2ufaDQRoGpi0or7FKU_idx-6.jpg,,,2025-06-07T06:47:39.868Z,,"跳色, 手繪","藍色, 白色, 粉色",光澤,可愛,雕花（3D art）
53e7531d-58d0-4b36-9f60-30f455763bb3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ0bBMe2ufaDQRoGpi0or7FKU_idx-8.jpg,,,2025-06-07T06:47:39.868Z,圓形（Round）,跳色,裸粉色,"亮片（Glitter）, 光澤（Glossy）",簡約,
53e7531d-58d0-4b36-9f60-30f455763bb3,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ0bBMe2ufaDQRoGpi0or7FKU_idx-9.jpg,,,2025-06-07T06:47:39.868Z,橢圓形（Oval）,漸層,紅色,光澤（Glossy）,,畫圖章（Stamp）
fcb6d1c6-6081-42a3-92b0-0fca7eb41678,https://uvzjbmxxrkrnmckrifqs.supabase.co/storage/v1/object/public/nailimg/allimgs/photo_placeid-ChIJ0ydvun7nZzQRiArEkdPAj7M_idx-10.jpg,,,2025-06-07T06:47:39.868Z,圓形（Round）,單色,灰色,光澤（Glossy）,日常,
