place_id,name,address,phone,rating,review_count,website,map_url,city,lat,lng,created_at,opening_hours_text,booking_url
ChIJc_T8PtupQjQRlTJiAtfJJog,糖の製甲,"220, Taiwan, New Taipei City, Banqiao District, Section 2, Wenhua Rd, 368號1樓",0916 278 529,4.9,696,https://lin.ee/S9IpFGg,https://maps.google.com/?cid=9810750763568345749,新北市,25.030725,121.473336,2025-05-12 22:45:08.81826,"Monday: 10:30 AM – 8:00 PM
Tuesday: 10:30 AM – 8:00 PM
Wednesday: 10:30 AM – 8:00 PM
Thursday: 10:30 AM – 8:00 PM
Friday: 10:30 AM – 8:00 PM
Saturday: 10:30 AM – 8:00 PM
Sunday: 10:30 AM – 8:00 PM",
ChIJN2fRChaoQjQRGF4WWbPgSPI,Beauty S Nails 板橋美甲,"Renhua St, Banqiao District, New Taipei City, Taiwan 220",0953 788 337,4.8,43,,https://maps.google.com/?cid=17458451016400133656,新北市,25.032343,121.476969,2025-05-12 22:45:10.223796,"Monday: 11:00 AM – 8:00 PM
Tuesday: 11:00 AM – 8:00 PM
Wednesday: 11:00 AM – 8:00 PM
Thursday: 11:00 AM – 8:00 PM
Friday: 11:00 AM – 8:00 PM
Saturday: 11:00 AM – 8:00 PM
Sunday: 11:00 AM – 8:00 PM",
ChIJV4I5mxWoQjQRF6lF--dtgEY,HanNailDesignhannimeijia-Xinbeibanqiaotuijian|ningjiao|caihui|yunran|meijiajiaoxue|xinbu Station,"220, Taiwan, New Taipei City, Banqiao District, Section 3, Minsheng Rd, 30之3號1樓",0920 780 396,4.9,93,http://han-nail-design.com.tw/cpage.aspx?Id=ABOUTUS,https://maps.google.com/?cid=5080181222794438935,新北市,25.0247001,121.4678167,2025-05-12 22:45:11.060125,"Monday: 1:00 – 9:00 PM
Tuesday: 1:00 – 9:00 PM
Wednesday: 1:00 – 9:00 PM
Thursday: 1:00 – 9:00 PM
Friday: 1:00 – 9:00 PM
Saturday: 1:00 – 9:00 PM
Sunday: 1:00 – 9:00 PM",
ChIJrQWeNzqpQjQR5A62hJSfFd8,Listen Nails,"10491, Taiwan, Taipei City, Zhongshan District, Lane 133, Linsen N Rd, 29號1樓",02 2523 9527,5,601,https://www.instagram.com/listen.nails/,https://maps.google.com/?cid=16074929905199353572,台北市,25.0509356,121.5263104,2025-03-27 21:32:01.570347,"Monday: 12:00 PM – 2:00 AM
Tuesday: 12:00 PM – 2:00 AM
Wednesday: 12:00 PM – 2:00 AM
Thursday: 12:00 PM – 2:00 AM
Friday: 12:00 PM – 2:00 AM
Saturday: 12:00 PM – 12:00 AM
Sunday: Closed",
ChIJR0z7SMSrQjQRyfc1a-28K1I,Smile7 美甲/美睫沙龍/手足保養（台北站前店）,"100, Taiwan, Taipei City, Zhongzheng District, 忠孝西路一段50-1號號 站前地下街 6-5店舖",02 2382 5079,4.9,253,https://www.facebook.com/Smile-7-%E7%BE%8E%E7%94%B2%E7%BE%8E%E7%9D%AB%E6%B2%99%E9%BE%8D-1369394843177361/,https://maps.google.com/?cid=5921033863000618953,台北市,25.0464328,121.5158128,2025-03-31 19:47:43.701104,"Monday: 12:00 – 9:00 PM
Tuesday: 12:00 – 9:00 PM
Wednesday: 12:00 – 9:00 PM
Thursday: 12:00 – 9:00 PM
Friday: 12:00 – 9:00 PM
Saturday: 12:00 – 9:00 PM
Sunday: 12:00 – 9:00 PM",
ChIJe3OCUQmpQjQRa5nwZ7VGAVk,Color108 美甲美睫 武昌旗艦店,"No. 27號, Section 2, Wuchang St, Wanhua District, Taipei City, Taiwan 108",02 2388 0112,4.7,873,https://www.facebook.com/Color108Wuchang/,https://maps.google.com/?cid=6413485089299143019,台北市,25.044594,121.507914,2025-03-31 19:47:44.371043,"Monday: 12:00 – 9:00 PM
Tuesday: 12:00 – 9:00 PM
Wednesday: 12:00 – 9:00 PM
Thursday: 12:00 – 9:00 PM
Friday: 12:00 – 9:00 PM
Saturday: 12:00 – 9:00 PM
Sunday: 12:00 – 9:00 PM",
ChIJSdwVWsupQjQRrveHmQMIxZM,Alpha Nails & Spa 美學設計宅,"104, Taiwan, Taipei City, Zhongshan District, Lane 235, Songjiang Rd, 23號1樓",02 2506 8556,4.9,478,https://alpha-nails.com/,https://maps.google.com/?cid=10647925705541154734,台北市,25.0589101,121.5344633,2025-03-31 19:47:45.124433,"Monday: 12:00 – 10:00 PM
Tuesday: 12:00 – 10:00 PM
Wednesday: 12:00 – 10:00 PM
Thursday: 12:00 – 10:00 PM
Friday: 12:00 – 10:00 PM
Saturday: 12:00 – 10:00 PM
Sunday: 12:00 – 10:00 PM",
ChIJz5ovy1epQjQRknpEyytBUyg,Miss Nail,"2樓之9, No. 67號, Chengdu Rd, Wanhua District, Taipei City, Taiwan 108004",0975 590 086,4.9,266,https://www.facebook.com/Miss.Nail.99,https://maps.google.com/?cid=2905737840933763730,台北市,25.0429289,121.505703,2025-03-31 19:47:45.772294,"Monday: 11:00 AM – 9:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 9:00 PM
Saturday: 11:00 AM – 9:00 PM
Sunday: 11:00 AM – 9:00 PM",
ChIJHWjru-GrQjQRQZ1wOZIcHas,YC美甲美睫紋綉沙龍｜信義1店｜項目可同時操作｜南港信義松山五分舖美甲｜手足保養,"11084, Taiwan, Taipei City, Xinyi District, Lane 465, Songshan Rd, 23號1樓",,5,713,https://lin.ee/f6WqPyD,https://maps.google.com/?cid=12330042769164770625,台北市,25.039956,121.578949,2025-03-31 19:47:46.396806,"Monday: 11:30 AM – 10:30 PM
Tuesday: 11:30 AM – 10:30 PM
Wednesday: 11:30 AM – 10:30 PM
Thursday: 11:30 AM – 10:30 PM
Friday: 11:30 AM – 10:30 PM
Saturday: 11:30 AM – 10:30 PM
Sunday: 11:30 AM – 10:30 PM",
ChIJK7S7hPurQjQRMwkwo13GqTk,Daan Salon 大安美睫美甲沙龍/美睫教室,"106, Taiwan, Taipei City, Da’an District, Section 4, Xinyi Rd, 6號11樓 之 1",02 2707 6656,5,646,https://www.instagram.com/daan.salon/,https://maps.google.com/?cid=4155070236698085683,台北市,25.0332039,121.5442029,2025-03-31 19:47:47.129491,"Monday: 11:00 AM – 9:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 9:00 PM
Saturday: 11:00 AM – 9:00 PM
Sunday: Closed",
ChIJ2fSCicGrQjQR3P8Qoz5a98k,安玖指彩 N9 nails｜台北松山區小巨蛋捷運美甲店｜光療凝膠款式推薦｜指甲彩繪教學｜手足保養卸甲｜ネイル,"105, Taiwan, Taipei City, Songshan District, Section 3, Bade Rd, 121-1號號 B1",0982 517 941,4.9,182,https://www.facebook.com/N9nails/,https://maps.google.com/?cid=14553199945941319644,台北市,25.0482804,121.5542773,2025-03-31 19:47:47.895886,"Monday: 12:00 – 10:00 PM
Tuesday: 12:00 – 10:00 PM
Wednesday: 12:00 – 10:00 PM
Thursday: 12:00 – 10:00 PM
Friday: 12:00 – 10:00 PM
Saturday: Closed
Sunday: Closed",
ChIJAYJETfKrQjQRMZ9QKYugJqo,Hsuan nail 台北信義區基隆路平價美甲 專業沙龍店首選 市政府站推薦 人氣光療指甲 漸層彩繪 卸甲 修腳 優質手部保養價格 足部護理 凝膠好評 韓系日系簡約 上班族優惠 小資族 單色 造型 高cp值便宜 dcard ptt 小紅書熱門雜誌款,"110, Taiwan, Taipei City, Xinyi District, Section 1, Keelung Rd, 155號十四樓之7",0900 052 042,4.9,83,,https://maps.google.com/?cid=12260663555116801841,台北市,25.0421829,121.5654206,2025-03-31 19:47:48.540458,"Monday: 10:00 AM – 9:00 PM
Tuesday: 10:00 AM – 9:00 PM
Wednesday: 10:00 AM – 9:00 PM
Thursday: 10:00 AM – 9:00 PM
Friday: 10:00 AM – 9:00 PM
Saturday: 10:00 AM – 9:00 PM
Sunday: 10:00 AM – 9:00 PM",
ChIJC4sJUz2vQjQRctEkXAwR6Ps,任性做指甲 Willful do nail,"111, Taiwan, Taipei City, Shilin District, Alley 1, Lane 128, Fuhua Rd, 1號2樓",02 2836 0689,4.9,973,https://rxnail.com.tw/,https://maps.google.com/?cid=18151777042899980658,台北市,25.1030545,121.5228955,2025-03-31 19:47:49.176613,"Monday: 10:30 AM – 7:30 PM
Tuesday: 10:30 AM – 7:30 PM
Wednesday: 10:30 AM – 7:30 PM
Thursday: 10:30 AM – 7:30 PM
Friday: 10:30 AM – 7:30 PM
Saturday: 10:30 AM – 7:30 PM
Sunday: 10:30 AM – 7:30 PM",
ChIJ041PexqpQjQRNBrbh6HdMJs,Zhihuizhejianxiaoshi|banqiaozhaigongzuoshi.Jiangzicuimeijia.Dingxijieyun Station,"220, Taiwan, New Taipei City, Banqiao District, Lane 205, Section 3, Xianmin Blvd, 12號4樓",,5,66,https://instagram.com/17_nailcraft?igshid=MzRlODBiNWFlZA==,https://maps.google.com/?cid=11182681560599697972,新北市,25.0253727,121.4797721,2025-05-12 22:45:09.101397,"Monday: 9:00 AM – 11:30 PM
Tuesday: 9:00 AM – 11:30 PM
Wednesday: 9:00 AM – 11:30 PM
Thursday: 9:00 AM – 11:30 PM
Friday: 9:00 AM – 11:30 PM
Saturday: 9:00 AM – 11:30 PM
Sunday: 9:00 AM – 11:30 PM",
ChIJvzWnYgCpQjQRv4tPhj_Gw2c,139 Nail & SPA,"No. 4號, Lane 139, Huaide St, Banqiao District, New Taipei City, Taiwan 220",02 8252 4160,4.9,14,https://www.facebook.com/139nailspa,https://maps.google.com/?cid=7477037782503754687,新北市,25.030303,121.47941,2025-05-12 22:45:10.491874,"Monday: 11:00 AM – 8:00 PM
Tuesday: 11:00 AM – 8:00 PM
Wednesday: 11:00 AM – 8:00 PM
Thursday: 11:00 AM – 8:00 PM
Friday: 11:00 AM – 8:00 PM
Saturday: 11:00 AM – 8:00 PM
Sunday: 11:00 AM – 8:00 PM",
ChIJWTJXLwapQjQRP6hqfGf9DY4,Things星蒔美學-板橋接睫毛/美睫美甲/光影霧眉/無創除色/美睫一對一教學,"220, Taiwan, New Taipei City, Banqiao District, Section 2, Wenhua Rd, 486號 3號樓之2",,5,132,https://lin.ee/eAe6cqK,https://maps.google.com/?cid=10236116148993828927,新北市,25.0328862,121.4752964,2025-05-12 22:45:11.353001,"Monday: 11:00 AM – 8:00 PM
Tuesday: 11:00 AM – 8:00 PM
Wednesday: 11:00 AM – 8:00 PM
Thursday: 11:00 AM – 8:00 PM
Friday: 11:00 AM – 8:00 PM
Saturday: 11:00 AM – 8:00 PM
Sunday: 11:00 AM – 8:00 PM",
ChIJT7glG_OpQjQR0b7n3Jwarbk,R.Beauty,"南京西路41號3樓之1, 5樓之8, 大同區台北市 Taiwan 103",0903 866 366,4.8,389,http://www.instagram.com/r_beauty_nail_eyelash/,https://maps.google.com/?cid=13379379329011007185,台北市,25.0529272,121.5198509,2025-03-27 21:32:01.788497,"Monday: 12:00 – 9:00 PM
Tuesday: 12:00 – 9:00 PM
Wednesday: 12:00 – 9:00 PM
Thursday: 12:00 – 9:00 PM
Friday: 12:00 – 9:00 PM
Saturday: 11:00 AM – 8:00 PM
Sunday: 11:00 AM – 8:00 PM",
ChIJO7J4KByrQjQRwYXxnZf6KRU,Butter Nail/信義區平價美甲/手足保養/指甲彩繪/捲甲矯正/灰指甲護理/按摩/穿戴甲/連鎖品牌/A13,"110, Taiwan, Taipei City, Xinyi District, Songren Rd, 58號3樓",0917 378 133,4.9,405,https://lin.ee/aGWafua,https://maps.google.com/?cid=1525025477938480577,台北市,25.0368737,121.5679503,2025-03-31 19:47:43.94713,"Monday: 11:00 AM – 9:30 PM
Tuesday: 11:00 AM – 9:30 PM
Wednesday: 11:00 AM – 9:30 PM
Thursday: 11:00 AM – 9:30 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 11:00 AM – 9:30 PM",
ChIJ4cG1mjupQjQRZlvMKY-f8Qg,Style nails art 史黛爾藝術美甲,"No. 35號, Section 2, Zhongxiao E Rd, Zhongzheng District, Taipei City, Taiwan 100",02 2358 3302,5,1600,http://linktr.ee/stylenails,https://maps.google.com/?cid=644471658921089894,台北市,25.0438668,121.5279949,2025-03-31 19:47:44.578954,"Monday: 10:00 AM – 8:00 PM
Tuesday: 10:00 AM – 8:00 PM
Wednesday: 10:00 AM – 9:00 PM
Thursday: 10:00 AM – 9:00 PM
Friday: 10:00 AM – 9:00 PM
Saturday: 10:00 AM – 9:00 PM
Sunday: 10:00 AM – 8:00 PM",
ChIJqXPkLnWpQjQRZ8MShM2aA5A,妳可以很美nails studio｜美甲工作室｜預約制｜appointment-based,"103, Taiwan, Taipei City, Datong District, Tacheng St, 7號14樓-2",,5,383,https://instagram.com/ucanbe_beauty_nail,https://maps.google.com/?cid=10377308173866550119,台北市,25.0504915,121.5107749,2025-03-31 19:47:45.342532,"Monday: 10:00 AM – 8:00 PM
Tuesday: 10:00 AM – 8:00 PM
Wednesday: 10:00 AM – 8:00 PM
Thursday: 10:00 AM – 8:00 PM
Friday: 10:00 AM – 8:00 PM
Saturday: 10:00 AM – 8:00 PM
Sunday: 10:00 AM – 8:00 PM",
ChIJa5pAz2mpQjQRWMfQdklmHoc,優加健甲美甲台北站前旗艦店/台北灰指甲/台北凍甲/台北捲甲,"10047, Taiwan, Taipei City, Zhongzheng District, Xuchang St, 30號5樓",02 2312 0399,4.9,124,https://ubon-nail.com/,https://maps.google.com/?cid=9736331910133630808,台北市,25.0454166,121.5158347,2025-03-31 19:47:45.980601,"Monday: 11:00 AM – 9:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 9:00 PM
Saturday: 11:00 AM – 9:00 PM
Sunday: 11:00 AM – 9:00 PM",
ChIJ5eqXskurQjQRBASbtfKPjjc,Gnail & lash salon 美甲｜日式美睫沙龍(Line預約制),"106, Taiwan, Taipei City, Da’an District, Section 2, Fuxing S Rd, 35號10樓",0972 036 002,4.8,169,https://lin.ee/VRzfkRV,https://maps.google.com/?cid=4003295391370642436,台北市,25.0316601,121.5437828,2025-03-31 19:47:46.707492,"Monday: 10:00 AM – 9:00 PM
Tuesday: 10:00 AM – 9:00 PM
Wednesday: 10:00 AM – 9:00 PM
Thursday: 10:00 AM – 9:00 PM
Friday: 10:00 AM – 9:00 PM
Saturday: 10:00 AM – 7:00 PM
Sunday: 10:00 AM – 7:00 PM",
ChIJhf2ZEwmpQjQRMUV242GepOc,Winnie全方位美學,"1樓, No. 163號, Section 1, Keelung Rd, Xinyi District, Taipei City, Taiwan 110",0985 200 030,4.8,215,https://winnie-spa.com/,https://maps.google.com/?cid=16691640262207096113,台北市,25.0418679,121.5651516,2025-03-31 19:47:47.43964,"Monday: 10:00 AM – 9:00 PM
Tuesday: 10:00 AM – 9:00 PM
Wednesday: 10:00 AM – 9:00 PM
Thursday: 10:00 AM – 9:00 PM
Friday: 10:00 AM – 9:00 PM
Saturday: 12:00 – 9:00 PM
Sunday: 12:00 – 9:00 PM",
ChIJP5BTJfepQjQRDEUARsqBJQg,菲芮美學Fairy Beauty｜台北美甲/台北美睫/中山站延甲.養甲專門店,"103, Taiwan, Taipei City, Datong District, Lane 69, Section 1, Chengde Rd, 26號3樓",,4.9,58,https://instagram.com/fairy_naillash,https://maps.google.com/?cid=587018032199517452,台北市,25.0517998,121.5182281,2025-03-31 19:47:48.102688,"Monday: 1:00 – 10:00 PM
Tuesday: 1:00 – 10:00 PM
Wednesday: 1:00 – 10:00 PM
Thursday: 1:00 – 10:00 PM
Friday: 1:00 – 10:00 PM
Saturday: 1:00 – 10:00 PM
Sunday: Closed",
ChIJoR-Y1sSrQjQR7Pkp2zfbwaw,Tokyo Tiara 緹瑞拉日式美甲美睫專業沙龍,"110, Taiwan, Taipei City, Xinyi District, Section 5 of Zhongxiao East RoadSection 5 of Zhongxiao E Rd, 19號5樓",02 2778 5785,4.7,292,http://www.tokyotiara.com/,https://maps.google.com/?cid=12448471877975407084,台北市,25.04135669999999,121.5656569,2025-03-31 19:47:48.741544,"Monday: 12:30 – 9:30 PM
Tuesday: 12:30 – 9:30 PM
Wednesday: 12:30 – 9:30 PM
Thursday: 12:30 – 9:30 PM
Friday: 12:30 – 9:30 PM
Saturday: 12:30 – 9:30 PM
Sunday: 11:00 AM – 8:00 PM",
ChIJH1iZDcWrQjQRT1YxpuD_Zn0,Zofie nail 東區美甲,"106, Taiwan, Taipei City, Da’an District, Section 4, Zhongxiao E Rd, 177號6樓之2",02 8771 7557,4.8,175,,https://maps.google.com/?cid=9036191042691487311,台北市,25.0417234,121.5506259,2025-03-31 19:47:49.511841,"Monday: 12:00 – 9:00 PM
Tuesday: 12:00 – 9:00 PM
Wednesday: 12:00 – 9:00 PM
Thursday: 12:00 – 9:00 PM
Friday: 12:00 – 9:00 PM
Saturday: 12:00 – 9:00 PM
Sunday: 12:00 – 9:00 PM",
ChIJ31-mXz6pQjQRlJ8HbklY7GM,菲比美甲 Febe nail art,"220, Taiwan, New Taipei City, Banqiao District, Section 3, Shuangshi Rd, 6-1號3樓（B室",,5,207,,https://maps.google.com/?cid=7200226976660430740,新北市,25.0304754,121.472002,2025-05-12 22:45:09.905832,"Monday: 10:00 AM – 7:00 PM
Tuesday: 10:00 AM – 7:00 PM
Wednesday: 10:00 AM – 7:00 PM
Thursday: 10:00 AM – 7:00 PM
Friday: 10:00 AM – 7:00 PM
Saturday: 10:00 AM – 7:00 PM
Sunday: Closed",
ChIJCUttvJepQjQRY1yZeKb1k_c,I.N nail House 美甲護理沙龍,"220, Taiwan, New Taipei City, Banqiao District, Lane 234, Section 2, Minsheng Rd, 18號1樓",0968 630 361,5,404,https://www.facebook.com/innailhouse,https://maps.google.com/?cid=17839872644281359459,新北市,25.0224435,121.4699554,2025-05-12 22:45:10.767293,"Monday: 10:30 AM – 9:30 PM
Tuesday: 10:30 AM – 9:30 PM
Wednesday: 10:30 AM – 9:30 PM
Thursday: 10:30 AM – 9:30 PM
Friday: 10:30 AM – 9:30 PM
Saturday: 10:30 AM – 9:30 PM
Sunday: 10:30 AM – 9:30 PM",
ChIJycUwEPqpQjQRque2Vos_yOM,羿美美甲美睫工作室,"220, Taiwan, New Taipei City, Banqiao District, Minzhi St, 73-1號號右邊",0909 390 332,4.8,46,https://sites.google.com/view/yi-mei-nail/%E9%A6%96%E9%A0%81,https://maps.google.com/?cid=16413438709639604138,新北市,25.0325484,121.4796665,2025-05-12 22:45:11.637815,"Monday: 10:00 AM – 8:00 PM
Tuesday: 10:00 AM – 8:00 PM
Wednesday: 10:00 AM – 8:00 PM
Thursday: 10:00 AM – 8:00 PM
Friday: 10:00 AM – 8:00 PM
Saturday: 10:00 AM – 8:00 PM
Sunday: 10:00 AM – 8:00 PM",
ChIJOTaAHDipQjQR_jsLQf6mZUg,munmun nail ｜漫漫美甲 ｜板橋美甲｜江子翠美甲,"No. 12號, Lane 22, Songbai St, Banqiao District, New Taipei City, Taiwan 220",,5,91,https://lin.ee/BXaiI1F,https://maps.google.com/?cid=5216759354321746942,新北市,25.029351,121.4747641,2025-05-12 22:45:11.923846,,
ChIJfQ0gt8upQjQRwqwMrEadles,Peinails Nail Salon,"No. 8號, Alley 1, Lane 263, Section 2, Wenhua Rd, Banqiao District, New Taipei City, Taiwan 220",0939 499 837,4.9,230,https://www.instagram.com/nailspei,https://maps.google.com/?cid=16975647297302736066,新北市,25.02911169999999,121.4708643,2025-05-12 22:45:12.302922,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: Closed",
ChIJ3Tc8qkaoQjQRLqTjrYWjZYc,ORA.歐拉國際美甲美睫(板橋江子翠店),"220, Taiwan, New Taipei City, Banqiao District, 里仁化街10號",02 2258 1078,4.7,129,https://www.facebook.com/oranail.eyelash/,https://maps.google.com/?cid=9756383962311402542,新北市,25.03148479999999,121.4744782,2025-05-12 22:45:12.604614,"Monday: 11:00 AM – 8:30 PM
Tuesday: 11:00 AM – 8:30 PM
Wednesday: 11:00 AM – 8:30 PM
Thursday: 11:00 AM – 8:30 PM
Friday: 11:00 AM – 8:30 PM
Saturday: 11:00 AM – 8:30 PM
Sunday: Closed",
